Category_ID,Total_Impact,Avg_Beta,A_mean
689,0.00016309211270243556,0.23198221648446846,0.00070303713
766,0.00016101019216915706,0.26425488974502065,0.0006092988
279,0.000158249481589419,0.051944783306252525,0.0030464942
2030,0.00015766224484500788,0.5606469198903539,0.00028121486
2588,0.00015699275865813952,0.14563466990678484,0.0010779903
843,0.0001558997806745848,0.36958641111987156,0.00042182227
710,0.00015583042883300681,0.1881961149530459,0.0008280215
1397,0.00015579244924555585,0.010665201417374865,0.014607549
1675,0.00015402238029426545,0.2738517810368944,0.0005624297
1757,0.00015324640686375257,0.8174163644482791,0.00018747656
38,0.0001520049047500387,0.2316554757020429,0.000656168
1652,0.0001477660998576253,0.0965123754555358,0.0015310586
298,0.00014463107815077553,0.35605946601336075,0.00040619922
1617,0.00014453274224181627,0.3304018426682739,0.00043744533
1159,0.00014288459856504488,0.03531180335207295,0.0040463693
1405,0.00014121921491247583,0.273913921090919,0.00051556056
310,0.00014022042032829494,0.21890801891426392,0.0006405449
909,0.00013976559571843509,0.34408139671520804,0.00040619922
800,0.00013958071203407836,0.2077740040798796,0.00067179103
1283,0.00013918349038157405,0.07680048780833004,0.0018122735
309,0.00013850916580832758,0.6819765191027128,0.00020309961
208,0.0001385002275988489,0.003859435222138058,0.03588614
527,0.00013775392618775153,0.12966695750325938,0.0010623672
2112,0.00013715229464446424,0.4389422132029094,0.00031246094
2483,0.0001369333052259344,0.23688720462830468,0.0005780528
232,0.00013653037416788704,0.037831325637634465,0.0036089239
94,0.00013483780438920516,0.22712364573317836,0.00059367577
747,0.00013425799554276225,0.6610450646180676,0.00020309961
2709,0.00013128696037487407,0.4943185630428748,0.0002655918
658,0.00012803511317432023,0.16725044412863474,0.0007655293
1033,0.00012752824798232447,0.9069808628006139,0.00014060743
2611,0.00012726930083993383,0.5818752327035155,0.00021872266
1366,0.00012662486286738725,0.22513899703105408,0.0005624297
1549,0.00012656975328152091,0.40507384709789385,0.00031246094
678,0.00012645329871537845,1.0117528411813752,0.00012498438
1043,0.00012600307492081184,0.11521720804851075,0.0010936133
122,0.0001239819554765097,0.18455434814459515,0.00067179103
914,0.00012365657700467495,0.9893762708147393,0.00012498438
656,0.00012351043672833821,0.2928020735420837,0.00042182227
646,0.00012217996523118703,0.059698439561678765,0.002046619
4,0.00012204812617520796,0.8680062380918993,0.00014060743
375,0.00011967675469968267,0.4255705224215892,0.00028121486
2020,0.00011838388063966279,0.15464317657686177,0.0007655293
2657,0.00011760366895202018,0.18818939509688168,0.0006249219
1889,0.00011731608114456378,0.4693229817651339,0.00024996875
599,0.00011676793997509642,0.46713014302066846,0.00024996875
980,0.00011669943543016678,0.1131772328842962,0.0010311211
963,0.0001154176587761413,0.820850355865631,0.00014060743
1474,0.00011513899865184008,0.10380023603530909,0.0011092364
1254,0.0001151281540520419,0.6699202539236374,0.00017185352
1391,0.00011253259608071301,0.17149967706589272,0.000656168
2318,0.00011127696751938325,0.6475105498759226,0.00017185352
1867,0.00011087556507571465,0.04795218122616981,0.002312211
1812,0.00010779261089657995,0.5307376528855174,0.00020309961
222,0.00010737958327926106,0.6873152514084806,0.00015623047
